VIDEO,IMAGE,GROUND_TRUTH_SIZE,ESTIMATED_SIZE
vid45,0737.jpg,11.1,11.106490330443432
vid45,0739.jpg,10.8,11.786179516499303
vid45,0741.jpg,10.5,11.469327195535758
vid45,0743.jpg,11.2,9.75461255769175
vid45,0745.jpg,11.0,10.854557712283313
vid45,0747.jpg,11.4,12.241308698638704
vid45,0749.jpg,11.1,8.89332011643989
vid45,0767.jpg,10.6,11.995906627746127
vid45,0769.jpg,11.4,7.676588445466136
vid45,0771.jpg,11.0,8.490202186236873
vid45,0842.jpg,8.5,6.5386285218808515
vid45,1412.jpg,11.3,13.63523991410063
vid45,1414.jpg,12.4,12.15109922800421
vid45,1416.jpg,12.4,12.14510367224764
vid45,1418.jpg,12.6,13.246510756359642
vid45,1420.jpg,12.4,11.829695861301195
vid45,1422.jpg,12.9,12.350858021374924
vid45,1424.jpg,12.9,14.203053309534187
vid45,1426.jpg,12.6,11.027063482484456
vid45,1428.jpg,12.3,11.285069412138585
vid45,1430.jpg,12.7,11.361581891850832
vid45,1432.jpg,12.3,11.643944519747503
vid45,1434.jpg,12.1,11.504668823272024
vid45,1436.jpg,12.0,11.326616270457349
vid45,1438.jpg,12.1,10.483969809422737
vid45,1440.jpg,11.8,10.31263048042991
vid45,1442.jpg,11.5,11.055701092490029
vid45,1444.jpg,11.2,10.190262216028895
vid45,1446.jpg,10.9,10.028151274864756
vid45,1526.jpg,10.3,8.604734770814149
vid45,1749.jpg,4.5,4.406367040403833
vid45,2058.jpg,20.5,19.567125135664668
vid45,2060.jpg,20.3,19.480811256910286
vid45,2062.jpg,19.5,18.864983164898852
vid45,2064.jpg,19.3,19.02996947874189
vid45,2066.jpg,19.1,19.180716725238394
vid45,2071.jpg,23.9,23.034257955041213
vid45,2073.jpg,24.1,23.979761321828164
vid45,2075.jpg,24.4,22.832088207468235
vid45,2077.jpg,24.2,22.127546353719097
vid45,2079.jpg,24.1,22.609108208791774
vid45,2081.jpg,18.0,18.16802090664118
vid45,2123.jpg,22.2,25.062810414779708
vid45,2125.jpg,25.2,23.772611612857485
vid45,2127.jpg,27.0,24.184874367526245
vid45,2129.jpg,27.5,25.985712101203646
vid45,2131.jpg,28.0,28.653875224419124
vid45,2133.jpg,28.2,28.916050157297867
vid45,2135.jpg,28.5,28.48323436333417
vid45,2137.jpg,28.7,29.281005807354326
vid45,2139.jpg,28.9,29.20358636717202
vid45,2141.jpg,28.1,24.514848738826295
vid45,2143.jpg,28.7,29.27614712692825
vid45,2145.jpg,28.4,28.800463349965398
vid45,2147.jpg,28.1,27.690680340137742
vid45,2149.jpg,28.6,24.654471503746393
vid45,2151.jpg,28.4,24.801240356336326
vid45,2153.jpg,28.8,25.98123185663541
vid45,2155.jpg,28.7,26.60197649996496
vid45,2157.jpg,29.0,26.47211389873199
vid45,2159.jpg,28.9,26.25331997629383
vid45,2161.jpg,28.7,24.493328514669535
vid45,2163.jpg,28.5,24.572503993567985
vid45,2165.jpg,28.0,26.88613490243671
vid45,2167.jpg,28.0,25.428845333219012
vid45,2169.jpg,27.4,23.19906613950152
vid45,2171.jpg,27.2,25.364216408807316
vid45,2173.jpg,26.6,24.97759009779832
vid45,2175.jpg,25.3,22.954754851618937
vid45,2177.jpg,22.2,20.432773350601956
vid45,2179.jpg,21.2,21.216228346837656
vid45,2181.jpg,22.0,20.995033889893158
vid45,2183.jpg,23.8,22.53865082592678
vid45,2185.jpg,24.9,22.508461135316843
vid45,2187.jpg,25.1,23.17102454074611
vid45,2189.jpg,25.4,25.03841915303008
vid45,2191.jpg,25.5,23.43860440372658
vid45,2193.jpg,25.5,23.472519754713165
vid45,2195.jpg,25.4,23.689586380801547
vid45,2197.jpg,25.1,23.699404637555055
vid45,2199.jpg,24.8,23.215075563253475
vid45,2201.jpg,23.8,23.427267213450836
vid45,2203.jpg,23.4,21.11628610010003
vid45,2205.jpg,22.8,20.970058897099637
vid45,2207.jpg,22.2,21.467111947139486
vid45,2209.jpg,21.5,19.762027678026964
vid45,2211.jpg,21.7,20.273140420929188
vid45,2213.jpg,21.7,21.3914414855476
vid45,2215.jpg,21.6,18.204301231298867
vid45,2233.jpg,19.9,19.72856898711207
vid45,2235.jpg,25.4,22.883379323610367
vid45,2237.jpg,28.4,25.154939904016388
vid45,2239.jpg,27.7,26.362928325979457
vid45,2241.jpg,28.1,26.00081219427308
vid45,2243.jpg,27.8,25.482558827930237
vid45,2245.jpg,28.3,23.90784317545628
vid45,2247.jpg,28.3,23.98701574024651
vid45,2249.jpg,28.4,23.676093210172432
vid45,2251.jpg,28.2,23.469386357713926
vid45,2253.jpg,28.2,23.55784386573776
vid45,2273.jpg,29.2,27.887034105099108
vid45,2275.jpg,30.8,31.019648342778403
vid45,2285.jpg,26.6,18.48924427527933
vid45,2287.jpg,26.8,23.693774711993637
vid45,2289.jpg,26.8,26.615522280097803
vid45,2291.jpg,28.5,22.469438059007825
vid45,2293.jpg,26.8,24.446092456238535
vid45,2295.jpg,27.1,24.34233383343875
vid45,2297.jpg,27.0,26.692062283748324
vid45,2299.jpg,27.6,24.367726825246613
vid45,2317.jpg,20.0,18.627958231359127
vid45,2319.jpg,19.4,17.16714918881817
vid45,2321.jpg,19.3,20.171464837183464
vid45,2323.jpg,19.7,18.80308550351931
vid45,2325.jpg,20.7,19.67322037367607
vid45,2349.jpg,19.9,20.645596083069798
vid45,2351.jpg,19.0,20.07256062431773
vid45,2361.jpg,9.7,8.912633038029027
vid45,2569.jpg,29.0,25.70591519448036
vid45,2571.jpg,27.5,25.705219747635685
vid45,2573.jpg,25.7,25.55515308401825
vid45,2575.jpg,25.0,24.148315240789678
vid45,2577.jpg,24.4,23.25961304185931
vid45,2579.jpg,23.6,21.762463455725047
vid45,2581.jpg,23.4,22.66381569192515
vid45,2583.jpg,23.9,22.40920719990878
vid45,2585.jpg,24.2,22.20760385535585
vid45,2587.jpg,23.9,24.34111195420986
vid45,2589.jpg,24.0,24.268691263849092
vid45,2591.jpg,23.8,20.34497419250755
vid45,2593.jpg,23.9,22.11430264428084
vid45,2595.jpg,24.5,22.302104288925
vid45,2597.jpg,24.9,23.235772705286255
vid45,2599.jpg,25.0,23.017663434817766
vid45,2601.jpg,25.4,23.4425685117794
vid45,2603.jpg,26.1,25.206879767318352
vid45,2605.jpg,26.0,24.34277461393937
vid45,2607.jpg,26.6,25.16084781218236
vid45,2609.jpg,27.9,24.628389056755537
vid45,2611.jpg,28.1,25.44478909921537
vid45,2613.jpg,28.0,25.001295916534488
vid45,2615.jpg,19.8,17.75929262554128
vid45,2625.jpg,25.6,23.264348698770654
vid45,2627.jpg,28.2,25.82279830126556
vid45,2629.jpg,28.1,26.78320149714029
vid45,2631.jpg,27.3,26.178981451256522
vid45,2633.jpg,26.7,24.759909393044065
vid45,2635.jpg,26.7,23.483354023710913
vid45,2637.jpg,26.7,23.45849767991039
vid45,2639.jpg,27.3,24.041252136970183
vid45,2641.jpg,26.9,24.927291656698426
vid45,2643.jpg,27.1,25.62101575228872
vid45,2645.jpg,25.8,22.613532074435973
vid45,2647.jpg,19.9,19.57852233944059
vid45,2679.jpg,15.4,16.56488057260615
vid45,2681.jpg,15.4,16.15833599622692
vid45,2683.jpg,15.4,17.318315006510865
vid45,2685.jpg,15.3,16.544969545319795
vid45,2687.jpg,14.7,16.76665425696474
vid45,2689.jpg,14.2,15.137174948567164
vid45,2691.jpg,13.9,13.891513625669722
vid45,2693.jpg,19.9,17.39507568581404
vid45,2695.jpg,21.0,17.642505497740682
vid45,2697.jpg,24.4,20.654159466133084
vid45,2699.jpg,24.9,20.729197919727632
vid45,2701.jpg,25.7,23.481668500016738
vid45,2703.jpg,26.3,23.365795276328765
vid45,2705.jpg,26.9,24.29163953678526
vid45,2707.jpg,26.0,24.979717990593066
vid45,2709.jpg,25.8,24.19320410159777
vid45,2711.jpg,24.8,21.26335099795723
vid45,2713.jpg,24.7,25.18020405332145
vid45,2715.jpg,27.2,23.555245291647495
vid45,2717.jpg,26.8,23.136391000676785
vid45,2776.jpg,15.8,14.621316636436221
vid45,2778.jpg,16.2,17.170041453827732
vid45,2780.jpg,18.0,14.421989270393983
vid45,2796.jpg,15.4,18.14461135358892
vid45,2798.jpg,15.5,14.465296957527675
vid45,2800.jpg,15.3,14.491585636531976
vid45,2802.jpg,15.5,13.614338059676989
vid45,2804.jpg,16.0,12.901426762891395
vid45,2806.jpg,17.1,13.603901751803093
vid45,2808.jpg,18.9,13.675812527531992
vid45,2810.jpg,20.8,13.311615219348221
vid45,2812.jpg,21.2,14.939714289549915
vid45,2814.jpg,23.2,17.12251150017562
vid45,2824.jpg,27.0,17.6105471766794
vid45,2826.jpg,27.9,21.077666274767637
vid45,3545.jpg,9.4,8.224039997464311
vid45,3547.jpg,8.6,7.930762885905262
vid45,3549.jpg,9.2,8.547285732800567
vid45,3551.jpg,9.8,10.62178089352971
vid45,3553.jpg,10.2,10.048252229642898
vid45,3555.jpg,10.7,10.048421726172922
vid45,3557.jpg,10.9,9.268865025781166
vid45,3559.jpg,10.4,10.48850438554162
vid45,3561.jpg,9.9,11.036709269018868
vid45,3563.jpg,10.1,8.8053476448656
vid45,3565.jpg,9.7,8.266873112446188
vid45,4275.jpg,29.2,31.19056876030772
vid45,4277.jpg,28.3,24.78298300950865
vid45,4335.jpg,29.1,29.512674138200857
vid45,4337.jpg,28.2,26.850121554825023
vid45,4339.jpg,27.6,32.69491950266209
vid45,4341.jpg,28.9,32.07178320387901
vid45,4343.jpg,28.7,31.909221987740462
vid45,4345.jpg,28.5,30.55428250441306
vid45,4347.jpg,28.4,31.460288179059145
vid45,4349.jpg,28.5,31.332230996009276
vid45,4351.jpg,29.2,24.15851704872539
vid45,4353.jpg,29.1,24.210550610678624
vid45,4355.jpg,29.5,33.53810932580465
vid45,4357.jpg,29.7,31.836057204309324
vid45,4359.jpg,29.1,31.312613227366597
vid45,4361.jpg,29.3,28.4234782927105
vid45,4363.jpg,29.9,32.17034104222576
vid45,4365.jpg,30.1,31.113464860495753
vid45,4367.jpg,29.7,20.258072735576977
vid45,4369.jpg,29.9,26.63763520570054
vid45,4371.jpg,30.0,26.975725187483356
vid45,4373.jpg,29.9,24.67650438067515
vid45,4375.jpg,30.1,28.961719590548004
vid45,4377.jpg,29.5,28.56848765004581
vid45,4379.jpg,28.8,29.680823979196703
vid45,4381.jpg,28.3,26.894069537670102
vid45,4383.jpg,27.3,26.80373159530287
vid45,4385.jpg,26.0,28.28665114366742
vid45,4387.jpg,24.9,26.068578008350805
vid45,4389.jpg,23.7,24.8230521186273
vid45,4391.jpg,23.5,20.864737092684386
vid45,4433.jpg,25.6,20.45079971238861
vid45,4435.jpg,27.4,23.146342862759425
vid45,4437.jpg,28.3,23.586673433355344
vid45,4439.jpg,29.1,24.30094956397365
vid45,4441.jpg,29.3,26.147760357312002
vid45,4443.jpg,29.7,26.617952883257043
vid45,4445.jpg,29.6,27.546877267622136
vid45,4447.jpg,29.2,24.752099242356724
vid45,4449.jpg,28.4,24.761917818405156
vid45,4451.jpg,28.1,27.264020155928055
vid45,4453.jpg,27.7,23.44954425163006
vid45,4455.jpg,27.1,23.38622250721722
vid45,4457.jpg,27.0,24.515083037785594
vid45,4459.jpg,26.5,25.335589225999332
vid45,4461.jpg,26.2,25.179847397902467
vid45,4463.jpg,26.3,25.605426060059106
vid45,4465.jpg,25.7,24.293617042074338
vid45,4467.jpg,25.6,24.5336912172724
vid45,4469.jpg,25.8,24.451763077973343
vid45,4489.jpg,26.3,26.288124827063648
vid45,4491.jpg,27.1,26.492737671731735
vid45,4493.jpg,27.3,24.703231843650034
vid45,4495.jpg,27.8,24.57938144050315
vid45,4497.jpg,27.5,25.535203101164463
vid45,4499.jpg,28.5,25.76954120505118
vid45,4501.jpg,29.0,26.31790063398473
vid45,4503.jpg,30.1,26.836646624414243
vid45,4505.jpg,30.5,27.79332190109983
vid45,4507.jpg,31.1,28.922733372454292
vid45,4509.jpg,31.5,30.2654887059232
vid45,4511.jpg,32.1,30.945937848246295
vid45,4513.jpg,32.6,29.769328574226385
vid45,4515.jpg,32.7,30.604391011255977
vid45,4517.jpg,33.0,31.74122208022267
vid45,4519.jpg,33.0,28.502568862213952
vid45,4521.jpg,33.3,28.380826204118122
vid45,4523.jpg,33.3,31.369586776496845
vid45,4525.jpg,32.9,30.734185955069982
vid45,4527.jpg,32.3,29.682511373057103
vid45,4529.jpg,30.9,27.544770082026137
vid45,4531.jpg,26.8,23.402899014174615
vid45,4541.jpg,28.0,21.374091291053436
vid45,4543.jpg,28.7,25.51997878693836
vid45,4545.jpg,29.9,26.436600903422995
vid45,4547.jpg,30.4,27.602763336766508
vid45,4549.jpg,31.5,28.215489724275614
vid45,4571.jpg,26.8,22.29509242885144
vid45,4925.jpg,11.3,10.625927148250778
vid45,4927.jpg,10.9,11.601829307117823
vid45,4929.jpg,10.0,12.234947114722408
vid45,4931.jpg,10.0,9.76560921306513
vid45,4933.jpg,10.3,7.839274738549113
vid45,4935.jpg,10.8,7.611500002512454
vid45,4937.jpg,10.6,8.504159147030798
vid45,4939.jpg,10.7,10.45876087389384
vid45,4941.jpg,10.7,10.823833600124594
vid45,4943.jpg,11.0,9.804393879791542
vid45,4945.jpg,10.8,11.142464381843647
vid45,4947.jpg,10.6,11.118044432572736
vid45,4949.jpg,10.8,11.138534268861802
vid45,4951.jpg,10.8,11.230152735764898
vid45,4953.jpg,10.7,11.079639824741394
vid45,4955.jpg,10.7,10.909729039311781
vid45,4957.jpg,10.8,11.113215598495067
vid45,4959.jpg,10.8,11.39043045513026
vid45,4961.jpg,10.9,11.308094942624095
vid45,4963.jpg,10.5,10.461315096772994
vid45,4965.jpg,10.7,10.355433352993792
vid45,4967.jpg,10.7,11.101939268231828
vid45,4969.jpg,10.5,10.142764148077127
vid45,4971.jpg,11.0,10.239712680100755
vid45,4973.jpg,10.8,10.761205852022293
vid45,4975.jpg,10.9,10.197899768511473
vid45,5019.jpg,11.5,10.646505565986558
vid45,5021.jpg,11.6,10.598656013407592
vid45,5023.jpg,11.6,10.721414682208188
vid45,5025.jpg,11.3,11.967872327286509
vid45,5027.jpg,11.8,9.770545632901165
vid45,5029.jpg,11.5,12.321502903893347
vid45,5031.jpg,11.7,12.836047932343593
vid45,5033.jpg,12.0,11.81296858858989
vid46,0633.jpg,16.2,16.840444241520647
vid46,0635.jpg,16.3,16.815006239230094
vid46,0637.jpg,17.7,19.634335842427788
vid46,0639.jpg,17.8,21.328981544006155
vid46,0641.jpg,17.2,19.979588679733144
vid46,0643.jpg,18.4,14.605295776629417
vid46,0645.jpg,18.5,13.095686729738894
vid46,0647.jpg,16.8,17.727727212904092
vid46,0649.jpg,17.3,18.022284895424686
vid46,0651.jpg,15.8,18.563600872306278
vid46,0653.jpg,16.7,19.84680029209516
vid46,0655.jpg,16.7,18.63388357803571
vid46,0657.jpg,18.8,18.232851240320716
vid46,0659.jpg,16.8,19.356958696917406
vid46,0661.jpg,16.7,17.448661357671988
vid46,0663.jpg,18.3,17.576219042300544
vid46,0871.jpg,5.9,7.57079360520443
vid46,0873.jpg,7.1,8.59057345610671
vid46,0875.jpg,6.9,8.64498349635214
vid46,0877.jpg,6.4,8.471300160841684
vid46,0879.jpg,6.6,8.42696511341199
vid46,1087.jpg,18.4,17.528348329705313
vid46,1089.jpg,18.2,17.57121978268045
vid46,1091.jpg,18.3,15.543091878188973
vid46,1093.jpg,17.9,17.593964326747958
vid46,1095.jpg,18.7,18.028591663278412
vid46,1097.jpg,18.6,19.288212831037733
vid46,1099.jpg,18.7,19.11310350401261
vid46,1101.jpg,18.5,19.385418677590486
vid46,1103.jpg,19.0,16.843429236555675
vid46,1105.jpg,18.7,20.362986953622727
vid46,1107.jpg,18.9,19.627690019898
vid46,1109.jpg,18.4,18.270062551428857
vid46,1111.jpg,18.1,19.196436200041713
vid46,1113.jpg,19.8,22.11757082652268
vid46,1115.jpg,20.2,19.77773255049115
vid46,1117.jpg,21.1,22.4435439380047
vid46,1119.jpg,24.3,26.62238793617037
vid46,1121.jpg,25.7,25.13529668685756
vid46,1123.jpg,32.6,17.83855504081752
vid46,1125.jpg,32.4,17.969143676846993
vid46,1127.jpg,16.4,15.043520399740755
vid46,1129.jpg,17.6,16.47160492837239
vid46,1131.jpg,17.8,17.590048968045625
vid46,1133.jpg,18.5,18.455515600897748
vid46,1135.jpg,18.7,17.882434243449246
vid46,1137.jpg,19.0,18.360240247969436
vid46,1139.jpg,19.3,18.119090623890948
vid46,1141.jpg,19.6,16.79235560072915
vid46,1143.jpg,19.8,16.19261896740172
vid46,1145.jpg,19.6,17.473461229735037
vid46,1147.jpg,19.7,16.48489893112309
vid46,1149.jpg,20.0,16.346801425251694
vid46,1151.jpg,20.0,15.866087060988603
vid46,1153.jpg,19.8,17.05035491291546
vid46,1155.jpg,19.9,16.763981934953758
vid46,1157.jpg,19.6,17.08549718746539
vid46,1159.jpg,19.9,16.507858706061036
vid46,1161.jpg,19.6,16.688185324865852
vid46,1163.jpg,19.2,15.636017360704201
vid46,1165.jpg,19.1,18.13695813434443
vid46,1167.jpg,19.1,17.888123263886946
vid46,1169.jpg,18.9,15.647779845474151
vid46,1171.jpg,18.4,15.696610524764631
vid46,1173.jpg,18.6,16.258872997097473
vid46,1175.jpg,18.8,16.60380273547944
vid46,1177.jpg,19.0,16.67127294425246
vid46,1179.jpg,19.3,17.330327691155954
vid46,1181.jpg,19.9,14.954683504650902
vid46,1183.jpg,20.2,15.605872317628508
vid46,1185.jpg,19.6,16.346118295879563
vid46,1235.jpg,12.0,17.135660688140142
vid46,1237.jpg,14.2,11.918984433340347
vid46,1239.jpg,16.1,13.687297213856413
vid46,1241.jpg,17.4,14.817529280911199
vid46,1243.jpg,17.5,15.074201238335123
vid46,1245.jpg,18.5,15.460935612658243
vid46,1247.jpg,18.6,16.704584734532993
vid46,1249.jpg,18.9,15.853464657999067
vid46,1251.jpg,18.6,16.001380803934033
vid46,1253.jpg,18.5,16.769196345424643
vid46,1255.jpg,18.1,14.78012454557716
vid46,1257.jpg,17.3,13.986243114149694
vid46,1259.jpg,16.3,16.42350588598026
vid46,1261.jpg,14.8,12.52932295775765
vid46,1263.jpg,13.7,12.80073431363611
vid46,1265.jpg,13.1,16.853584491760486
vid46,1319.jpg,19.5,15.837645209700922
vid46,1321.jpg,18.1,17.65705086473327
vid46,1323.jpg,19.1,17.870042233473217
vid46,1325.jpg,19.3,19.560683810412236
vid46,1371.jpg,38.1,30.39261200044958
vid46,1373.jpg,37.8,35.162127499596664
vid46,1433.jpg,11.3,11.45741974087301
vid46,1435.jpg,12.1,12.795683585239546
vid46,1437.jpg,13.1,12.9234171435891
vid46,1439.jpg,14.8,13.247122168669346
vid46,1441.jpg,14.9,15.522639884540645
vid46,1443.jpg,14.6,14.404217967888641
vid46,1465.jpg,10.4,11.295447078301228
vid46,1467.jpg,11.5,11.397473564848386
vid46,1469.jpg,10.8,10.391284752276613
vid46,1471.jpg,10.8,10.530776973562029
vid46,1473.jpg,10.9,10.903474474647599
vid46,1475.jpg,11.7,10.73463397170129
vid46,1477.jpg,11.9,10.762949590409281
vid46,1479.jpg,11.7,11.012233648526625
vid46,1481.jpg,11.6,11.362450842763629
vid46,1483.jpg,11.3,11.428429563772916
vid46,1485.jpg,11.2,11.39831780519916
vid46,1487.jpg,11.6,10.557812822418873
vid46,1489.jpg,11.5,10.353599502246439
vid46,1491.jpg,11.3,10.237154126065954
vid46,1493.jpg,11.0,10.93447199882629
vid46,1495.jpg,11.1,9.343470896951715
vid46,1497.jpg,11.0,9.379029999849301
vid46,1499.jpg,10.9,10.471059164619689
vid46,1501.jpg,10.5,8.372871173804779
vid46,1503.jpg,10.2,8.530228436649013
vid46,1505.jpg,10.3,10.383147038393222
vid46,1507.jpg,10.7,9.677833825685866
vid46,1537.jpg,11.6,12.963743752618598
vid46,1643.jpg,7.8,6.300367742091764
vid46,1645.jpg,7.7,8.796693817307872
vid46,2029.jpg,4.9,6.132669500179508
vid46,2031.jpg,6.4,6.019818111393467
vid46,2033.jpg,4.3,6.49572957664459
vid46,2035.jpg,6.3,6.270356414536442
vid46,2037.jpg,6.3,5.967099812311619
vid46,2147.jpg,28.8,25.76639635831814
vid46,2149.jpg,28.5,25.40787426397003
vid46,2151.jpg,28.6,23.87055073505692
vid46,2153.jpg,25.1,25.116258106438153
vid46,2155.jpg,19.3,20.41128887163218
vid46,2157.jpg,18.9,20.306620601962827
vid46,2159.jpg,18.8,17.13480098564005
vid46,2161.jpg,18.7,18.56771398357464
vid46,2163.jpg,18.7,18.221372924853632
vid46,2197.jpg,20.2,20.21564746810622
vid46,2199.jpg,20.0,20.904405378055813
vid46,2201.jpg,20.3,21.708568082688
vid46,2203.jpg,21.3,19.951322260850052
vid46,2205.jpg,21.8,20.6260171024253
vid46,2207.jpg,27.8,24.299075547497736
vid46,2209.jpg,29.9,27.193861280093078
vid46,2211.jpg,29.1,25.939021519847223
vid46,2213.jpg,27.5,24.96655737456903
vid46,2215.jpg,25.8,25.154937329667305
vid46,2217.jpg,24.2,26.537957239114448
vid46,2219.jpg,23.4,28.290896300326857
vid46,2221.jpg,23.9,26.239648943501308
vid46,2223.jpg,24.1,25.334834226864285
vid46,2225.jpg,23.6,25.161156985729463
vid46,2247.jpg,32.8,25.89963170599048
vid46,2249.jpg,29.7,25.220834955839948
vid46,2251.jpg,26.0,22.436711957159964
vid46,2253.jpg,24.2,23.25410862688046
vid46,2255.jpg,24.3,21.548845418420335
vid46,2257.jpg,24.5,23.187337382313252
vid46,2259.jpg,24.4,23.39240750804109
vid46,2261.jpg,24.6,24.31968439097031
vid46,2263.jpg,24.6,25.172744490896033
vid46,2265.jpg,24.0,24.361096002208733
vid46,2267.jpg,24.2,19.606330734539448
vid46,2269.jpg,24.3,23.181282445170822
vid46,2271.jpg,24.6,24.684306419574916
vid46,2273.jpg,24.5,22.76317907316342
vid46,2275.jpg,24.3,21.798358849423238
vid46,2277.jpg,24.2,20.99972154348361
vid46,2279.jpg,24.8,19.99759761840868
vid46,2281.jpg,23.5,21.379312288551088
vid46,2283.jpg,24.6,20.5581399287831
vid46,2303.jpg,25.2,20.27974994644731
vid46,2305.jpg,24.4,21.057227132677415
vid46,2307.jpg,20.5,22.36955131667095
vid46,2309.jpg,20.4,19.336661765367317
vid46,2311.jpg,20.6,20.92568642189084
vid46,2313.jpg,20.8,20.93957508991273
vid46,2315.jpg,21.1,20.025865472372914
vid46,2317.jpg,21.1,21.2516329825577
vid46,2319.jpg,21.4,20.8260282800685
vid46,2321.jpg,21.9,20.87870110727507
vid46,2323.jpg,21.5,19.654353321258597
vid46,2325.jpg,22.2,20.2456491674285
vid46,2327.jpg,22.2,22.046022065536445
vid46,2329.jpg,22.8,22.082049740819333
vid46,2331.jpg,23.1,22.960478588804648
vid46,2333.jpg,23.4,21.3676278142513
vid46,2335.jpg,23.7,19.812673587590783
vid46,2337.jpg,24.3,20.828885487336176
vid46,2339.jpg,24.8,23.648679478846958
vid46,2341.jpg,25.4,23.490633648057514
vid46,2343.jpg,25.5,21.9111017622279
vid46,2367.jpg,26.5,24.160187508584894
vid46,2369.jpg,32.0,25.804615688965015
vid46,2371.jpg,30.0,22.48786200671126
vid46,2373.jpg,28.5,19.185585085210946
vid46,2375.jpg,28.7,18.554206953191198
vid46,2377.jpg,26.6,16.967072756448157
vid46,2379.jpg,28.7,16.73501031565592
vid46,2413.jpg,25.6,19.87635762507826
vid46,2575.jpg,4.3,5.384850737396356
vid46,2577.jpg,4.3,4.7163901768280985
vid46,2579.jpg,4.1,6.098493763575613
vid46,2667.jpg,7.0,5.809863785578068
vid46,3529.jpg,8.3,10.613968675714823
vid46,3531.jpg,7.6,7.008242566603105
vid46,3533.jpg,7.5,6.876728415033767
vid46,3535.jpg,7.4,7.4849483969113
vid46,3537.jpg,7.6,7.687815345675375
vid46,3539.jpg,7.7,8.544656849015302
vid46,3541.jpg,7.6,7.933888561138035
vid46,3543.jpg,7.9,7.7439685300908945
vid46,3545.jpg,7.7,7.8603029045474955
vid46,3547.jpg,7.9,7.143475832249977
vid46,3549.jpg,7.9,7.3361079109545475
vid46,3551.jpg,7.6,6.7241537046558495
vid46,3617.jpg,6.3,7.792745182557414
vid46,3619.jpg,6.6,7.992130568984811
vid46,3621.jpg,6.8,7.79809453749373
vid46,3623.jpg,7.2,8.437978768427621
vid46,3867.jpg,23.5,28.539397302512064
vid46,3869.jpg,22.9,22.045502590121767
vid46,3871.jpg,23.5,22.808014657361866
vid46,3873.jpg,23.7,23.10831930717633
vid46,3875.jpg,23.6,25.56732698075443
vid46,3877.jpg,23.8,19.462101513928356
vid46,3879.jpg,27.1,22.19491597577328
vid46,3881.jpg,27.2,25.5759485787914
vid46,3883.jpg,27.8,28.428837786621447
vid46,3885.jpg,27.9,28.13949689570867
vid46,3887.jpg,27.7,29.19941138770171
vid46,3889.jpg,28.6,27.110482120628898
vid46,3891.jpg,29.4,28.355097088933338
vid46,3893.jpg,29.5,28.371100777461553
vid46,3895.jpg,29.3,29.51164519470435
vid46,3897.jpg,28.6,28.616513038827406
vid46,3899.jpg,27.6,27.25474915629302
vid46,3901.jpg,27.4,23.96084288756976
vid46,3903.jpg,27.2,24.13520575017703
vid46,3905.jpg,27.0,27.26351137809101
vid46,3907.jpg,26.6,27.380317923516483
vid46,3909.jpg,29.2,29.96679153091189
vid46,3911.jpg,29.9,30.308218631142513
vid46,3913.jpg,30.3,27.81982581912906
vid46,3915.jpg,30.3,27.14357386147851
vid46,3917.jpg,29.2,27.34889126058851
vid46,3919.jpg,28.2,27.322324938494553
vid46,3921.jpg,27.4,25.792255249055827
vid46,3923.jpg,26.9,26.167049502074917
vid46,3925.jpg,25.6,19.357838962670858
vid46,4015.jpg,26.5,20.191687416802907
vid46,4017.jpg,25.1,22.6500612208942
vid46,4019.jpg,25.8,26.450144219563335
vid46,4021.jpg,29.5,26.7136163655344
vid46,4023.jpg,29.0,25.376150571523226
vid46,4025.jpg,28.8,23.745376805999342
vid46,4027.jpg,28.5,24.403420174789545
vid46,4029.jpg,28.5,23.595789667924073
vid46,4031.jpg,29.2,23.256049123052755
vid46,4033.jpg,28.8,25.5374285355348
vid46,4035.jpg,29.0,25.811264310796673
vid46,4037.jpg,29.1,25.824986589765352
vid46,4039.jpg,29.2,26.000615145717877
vid46,4041.jpg,29.9,27.43072673521639
vid46,4043.jpg,29.2,24.873941455852076
vid46,4045.jpg,29.4,26.18682029744182
vid46,4047.jpg,28.8,25.594469581783883
vid46,4049.jpg,29.0,25.4005900846106
vid46,4051.jpg,28.0,24.3748451891545
vid46,4053.jpg,28.2,24.348209816125106
vid46,4055.jpg,27.6,24.740338761504866
vid46,4057.jpg,27.4,22.570266418705735
vid46,4059.jpg,26.6,22.317037738133397
vid46,4061.jpg,26.1,23.143779984701265
vid46,4063.jpg,25.0,22.9681464322897
vid46,4065.jpg,20.3,19.421812739244796
vid46,4601.jpg,11.2,12.419309223957253
vid46,4603.jpg,11.1,13.678746355483815
vid46,4605.jpg,11.6,13.543778584278229
vid46,4607.jpg,12.6,10.161349790433034
vid46,4609.jpg,12.7,14.747301431439466
vid46,4611.jpg,13.1,14.553107779702387
vid46,4745.jpg,11.4,8.584851183078896
vid46,4747.jpg,11.1,11.732560591161159
vid46,4749.jpg,13.0,12.086879986746748
vid46,4751.jpg,13.6,14.097776546611902
vid46,4753.jpg,14.0,13.474638185741055
vid46,4821.jpg,12.6,10.988044705371218
vid46,4959.jpg,16.7,11.147911189860537
vid46,4961.jpg,16.9,12.26125579057334
vid47,0103.jpg,13.9,8.767370365219008
vid47,0105.jpg,11.4,11.16433480138629
vid47,0107.jpg,11.4,12.018467270103699
